polars_agg_duration,pandas_agg_duration
0.11404585838317871,0.2107529640197754
0.5215959548950195,0.18733477592468262
0.053956031799316406,0.19019794464111328
0.053382158279418945,0.18813204765319824
0.05731987953186035,0.18844127655029297
0.05824589729309082,0.1902298927307129
0.05942487716674805,0.18764281272888184
0.28264689445495605,0.18991899490356445
0.05650019645690918,0.19390511512756348
0.251920223236084,0.1859281063079834
0.20697331428527832,0.19200372695922852
0.2251272201538086,0.19097423553466797
0.05877208709716797,0.18987083435058594
0.19084811210632324,0.1887369155883789
0.19640111923217773,0.18752193450927734
0.05319023132324219,0.18710589408874512
0.20293617248535156,0.1908280849456787
0.20198893547058105,0.1893172264099121
0.1916811466217041,0.18800091743469238
0.20416712760925293,0.18922686576843262
0.21644997596740723,0.20691394805908203
0.052433013916015625,0.1877751350402832
0.1784977912902832,0.18787312507629395
0.057084083557128906,0.1906118392944336
0.053536176681518555,0.18564295768737793
0.051809072494506836,0.18599820137023926
0.053379058837890625,0.18564200401306152
0.19582724571228027,0.1863391399383545
0.19008374214172363,0.19164228439331055
0.18319177627563477,0.18670392036437988
0.1974480152130127,0.18783116340637207
0.05438590049743652,0.18613505363464355
0.053540706634521484,0.18494915962219238
0.05261683464050293,0.18590688705444336
0.19372987747192383,0.18653202056884766
0.19491100311279297,0.18756914138793945
0.05263495445251465,0.1863088607788086
0.052503108978271484,0.18497204780578613
0.18846487998962402,0.18743300437927246
0.1780543327331543,0.1862647533416748
0.19343113899230957,0.1875920295715332
0.062293052673339844,0.18681097030639648
0.18548202514648438,0.18688106536865234
0.05459094047546387,0.18738889694213867
0.05409526824951172,0.18535709381103516
0.053872108459472656,0.18530678749084473
0.05443882942199707,0.18672418594360352
0.055052995681762695,0.18447494506835938
0.20868396759033203,0.1845717430114746
0.05485105514526367,0.18504691123962402
0.18246006965637207,0.18474078178405762
0.18680405616760254,0.18700695037841797
0.05283713340759277,0.18754196166992188
0.05367016792297363,0.1847381591796875
0.05284905433654785,0.18482470512390137
0.19991278648376465,0.18720102310180664
0.1867048740386963,0.18697595596313477
0.2014610767364502,0.18767094612121582
0.05225205421447754,0.18781065940856934
0.18065929412841797,0.18443608283996582
0.05225706100463867,0.18605422973632812
0.19344067573547363,0.1879110336303711
0.05352187156677246,0.1871941089630127
0.18633437156677246,0.18786406517028809
0.18475794792175293,0.1877751350402832
0.05380511283874512,0.18654108047485352
0.05255317687988281,0.18454384803771973
0.19336795806884766,0.185316801071167
0.05358600616455078,0.18752002716064453
0.2044987678527832,0.1859588623046875
0.05367875099182129,0.1871800422668457
0.054019927978515625,0.1862781047821045
0.19647479057312012,0.18617486953735352
0.1908409595489502,0.18761897087097168
0.17991209030151367,0.18722796440124512
0.05231118202209473,0.18598389625549316
0.19139385223388672,0.185683012008667
0.053012847900390625,0.1871795654296875
0.17961406707763672,0.1864619255065918
0.20249295234680176,0.18901920318603516
0.056661128997802734,0.18874287605285645
0.20463895797729492,0.18950986862182617
0.19428682327270508,0.1890261173248291
0.05229687690734863,0.1869828701019287
0.053442955017089844,0.1858968734741211
0.055542945861816406,0.1868908405303955
0.052823781967163086,0.1855161190032959
0.18584489822387695,0.187608003616333
0.05211305618286133,0.1880807876586914
0.18379807472229004,0.18706893920898438
0.054499149322509766,0.1898970603942871
0.18490886688232422,0.1875457763671875
0.053175926208496094,0.18634533882141113
0.1795339584350586,0.18683505058288574
0.19377827644348145,0.18782806396484375
0.17715811729431152,0.1868610382080078
0.05426597595214844,0.186722993850708
0.05542135238647461,0.18701791763305664
0.1841726303100586,0.18749499320983887
0.05451393127441406,0.18700098991394043
