polars_select_duration,pandas_select_duration
0.000141143798828125,0.05026698112487793
0.00009489059448242188,0.04885101318359375
0.00008296966552734375,0.04919314384460449
0.00008678436279296875,0.04925799369812012
0.00009703636169433594,0.0498809814453125
0.00009393692016601562,0.04922080039978027
0.0000858306884765625,0.04947924613952637
0.00008392333984375,0.049324989318847656
0.00008606910705566406,0.04934287071228027
0.00007891654968261719,0.04983186721801758
0.00008487701416015625,0.049508094787597656
0.00008320808410644531,0.049558162689208984
0.00007987022399902344,0.049553871154785156
0.0000820159912109375,0.04923701286315918
0.00007414817810058594,0.04948091506958008
0.000080108642578125,0.049302101135253906
0.00010228157043457031,0.0493011474609375
0.00009918212890625,0.0494999885559082
0.00008893013000488281,0.05178189277648926
0.00011205673217773438,0.05211305618286133
0.00008606910705566406,0.0499110221862793
0.00008392333984375,0.04941916465759277
0.0000858306884765625,0.049690961837768555
0.00008511543273925781,0.04946780204772949
0.00009012222290039062,0.04942202568054199
0.0000820159912109375,0.049359798431396484
0.00009918212890625,0.0502629280090332
0.00009202957153320312,0.05202984809875488
0.00009512901306152344,0.05040907859802246
0.00009393692016601562,0.05011391639709473
0.00008702278137207031,0.04931902885437012
0.00008392333984375,0.049230098724365234
0.00009012222290039062,0.04941511154174805
0.00007915496826171875,0.0491032600402832
0.00009703636169433594,0.049761056900024414
0.00008702278137207031,0.04942512512207031
0.00008082389831542969,0.049508094787597656
0.00009179115295410156,0.04957890510559082
0.00008606910705566406,0.04921531677246094
0.00008893013000488281,0.04941415786743164
0.00008606910705566406,0.04927396774291992
0.00008893013000488281,0.0493769645690918
0.00009083747863769531,0.049601078033447266
0.00008296966552734375,0.04910898208618164
0.00008106231689453125,0.04917311668395996
0.00008487701416015625,0.04938793182373047
0.0000820159912109375,0.049993038177490234
0.00008296966552734375,0.04917001724243164
0.00008106231689453125,0.049225807189941406
0.00009131431579589844,0.049215078353881836
0.00009202957153320312,0.049273014068603516
0.00008392333984375,0.04921865463256836
0.00010228157043457031,0.049224138259887695
0.00008416175842285156,0.04932379722595215
0.00008511543273925781,0.0492091178894043
0.00008821487426757812,0.04902195930480957
0.00007700920104980469,0.049226999282836914
0.0000820159912109375,0.04930877685546875
0.0000858306884765625,0.0499110221862793
0.00008606910705566406,0.049417972564697266
0.00008296966552734375,0.049913883209228516
0.00010704994201660156,0.04964303970336914
0.00009322166442871094,0.049977779388427734
0.00008487701416015625,0.04960060119628906
0.00008702278137207031,0.04920506477355957
0.00009679794311523438,0.04922914505004883
0.00009179115295410156,0.04935812950134277
0.00009012222290039062,0.04974675178527832
0.00009202957153320312,0.04963278770446777
0.00010180473327636719,0.04977893829345703
0.00008392333984375,0.04996800422668457
0.00007700920104980469,0.0499880313873291
0.00008702278137207031,0.04957294464111328
0.00010514259338378906,0.0504150390625
0.00008702278137207031,0.05003190040588379
0.00009894371032714844,0.04873490333557129
0.00009107589721679688,0.049137115478515625
0.00008606910705566406,0.04915666580200195
0.00009083747863769531,0.04969501495361328
0.00008511543273925781,0.04949021339416504
0.00008606910705566406,0.049166202545166016
0.0001010894775390625,0.04952883720397949
0.00011920928955078125,0.04935193061828613
0.000087738037109375,0.04973483085632324
0.00009489059448242188,0.04965615272521973
0.00008296966552734375,0.0493619441986084
0.00007915496826171875,0.04945993423461914
0.00009298324584960938,0.04923200607299805
0.00007891654968261719,0.049413204193115234
0.00007987022399902344,0.04930281639099121
0.00009584426879882812,0.05001115798950195
0.00008702278137207031,0.04940199851989746
0.0000782012939453125,0.049226999282836914
0.0000820159912109375,0.049185991287231445
0.0000820159912109375,0.04930400848388672
0.00010991096496582031,0.04910898208618164
0.00008225440979003906,0.04955911636352539
0.00009679794311523438,0.049787044525146484
0.0000858306884765625,0.04955172538757324
0.00007915496826171875,0.049498796463012695
